"Translation ID";"Description";"fi-FI";"eu-ES";"hr-HR";"th-TH";"nl-NL";"ru-RU";"es-ES";"ro-RO";"pt-PT";"sl-SI";"et-EE";"de-DE";"pt-BR";"hy-AM";"nb-NO";"gl-ES";"fa-IR";"cs-CZ";"id-ID";"ta-IN";"en-US";"el-GR";"ja-JP";"sr-Latn-RS";"hi-IN";"ca-ES";"zh-CN";"sk-SK";"hu-HU";"ko-KR";"ar-AE";"he-IL";"tr-TR";"sv-SE";"uk-UA";"ga-IE";"fr-FR";"bn-IN";"pl-PL";"lt-LT";"vi-VN";"it-IT"
"share";"";"Jaa";"";"Dijeli";"";"Delen";"Поделиться";"Compartir";"Partajați";"";"";"Jaga";"Teilen";"Compartilhar";"";"Del";"Compartir";"اشتراک‌گذاری";"Sdílet";"Bagikan";"";"Share";"";"共有";"Подели";"";"Comparteix";"分享";"Zdieľať";"Megosztás";"공유";"شارك";"";"Paylaş";"Dela";"Поділитися";"Roinn";"Partager";"";"Udostępnij";"Dalintis";"";"Condividi"
"shareLocation";"";"Jaa sijainti";"Partekatu kokapena";"Dijeli lokaciju";"";"Locatie delen";"Поделиться местоположением";"Compartir ubicación";"Partajați locația";"";"";"Jaga asukohta";"Standort teilen";"Compartilhar localização";"";"";"Compartir localización";"اشتراک‌گذاری وضعیت مکانی";"Sdílet polohu";"Bagikan lokasi";"";"Share location";"";"位置情報の共有";"";"";"Comparteix la ubicació";"分享位置";"";"";"위치 공유";"شارك الموقع";"";"Konumu paylaş";"Dela plats";"Поділитися місцеперебуванням";"Roinn suíomh";"Partager la localisation";"";"Udostępnij lokalizację";"Dalintis vieta";"";"Condividi posizione"
"shareYourInviteLink";"";"Jaa kutsulinkkisi";"Partekatu gonbidapen esteka";"Dijeli svoju poveznicu za pozivnicu";"";"Deel je uitnodigingslink";"Поделиться ссылкой приглашения";"Compartir tu enlace de invitación";"Partajați linkul de invitație";"";"";"Jaga oma kutselinki";"Teile deinen Einladungslink";"Compartilhar o link do convite";"";"";"Comparte a túa ligazón de convite";"پیوند دعوت خود را به اشتراک بگذارید";"Sdílejte váš odkaz na pozvání";"Bagikan tautan undangan Anda";"";"Share your invite link";"";"招待リンクを共有する";"";"";"";"分享您的邀请链接";"";"Meghívási link küldése";"당신의 초대 링크 공유";"شارك رابط الدعوة";"שתף את קישור ההזמנה שלך";"Davet bağlantınızı paylaşın";"Dela din inbjudan";"Поділіться своїм посиланням запрошення";"Roinn do nasc cuiridh";"Partager votre lien d'invitation";"";"Udostępnij swój link zaproszenia";"Pasidalinkite pakvietimo nuoroda";"";""
"sharedTheLocation";"";"{username} jakoi sijaintinsa";"";"{username} je dijelio/la svoje mjesto";"";"{username} heeft deze locatie gedeeld";"{username} поделился(ась) местоположением";"{username} compartió la ubicación";"{username} sa partajat locația";"";"";"{username} jagas oma asukohta";"{username} hat den Standort geteilt";"{username} compartilhou a localização";"";"{username} delte posisjonen";"{username} compartiu a súa localización";"{username} وضعیت مکانی خود را به اشتراک گذاشت";"{username} sdílel jejich polohu";"{username} membagikan lokasinya";"";"{username} shared their location";"";"{username}は現在地を共有しました";"{username} подели локацију";"";"{username} n’ha compartit la ubicació";"{username} 分享了位置";"{username} zdieľa lokáciu";"{username} megosztotta a pozícióját";"{username}이 위치 공유함";"شارك {username} موقعه";"";"{username} konumunu paylaştı";"{username} delade positionen";"{username} ділиться своїм місцеперебуванням";"Roinn {username} an suíomh";"{username} a partagé sa position";"";"{username} udostępnił/-a lokalizacje";"{username} pasidalino savo vietą";"";"{username} ha condiviso la sua  posizione"
"showDirectChatsInSpaces";"";"Näytä Spaceihin kuuluvat suorat keskustelut niissä";"Erakutsi zerikusia duten Mezu Zuzenak Taldeetan";"Pokaži povezane izravne chatove u prostorima";"";"Toon gerelateerde directe chats in spaces";"Показывать связанные Личные чаты в Пространствах";"";"Afișați chaturi directe relate în spatiuri";"";"";"Näita kogukonnasga seotud otsevestlusi";"Zugehörige Direkt-Chats in Spaces anzeigen";"Mostrar Conversas Diretas relacionadas nos Espaços";"";"";"Mostrar os Chats Directos nos Espazos";"گپ‌های مستقیم مربوط توی اسپیس‌ها نشان دهید";"Zobrazit související přímé chaty ve službě Spaces";"Tampilkan Pesan Langsung yang berkait di Space";"";"Show related Direct Chats in Spaces";"";"関連するダイレクトチャットをスペースに表示する";"";"";"";"在空间中显示相关私聊";"";"";"";"عرض الدردشات المباشرة ذات الصلة في المساحات";"";"Alanlarda ilgili Doğrudan Sohbetleri göster";"Visa relaterade direktchattar i utrymmen";"Показувати пов'язані особисті бесіди у просторах";"";"Afficher les discussions directes associées dans les espaces";"";"Pokaż powiązane czaty bezpośrednie w przestrzeniach";"Rodyti susijusius tiesioginius pokalbius erdvėse";"";""
"showPassword";"";"Näytä salasana";"Erakutsi pasahitza";"Pokaži lozinku";"";"Wachtwoord weergeven";"Показать пароль";"Mostrar contraseña";"Afișați parola";"";"";"Näita salasõna";"Passwort anzeigen";"Mostrar senha";"";"";"Amosar contrasinal";"نمایش رمز عبور";"Zobrazit heslo";"Tampilkan kata sandi";"";"Show password";"";"パスワードを表示";"Прикажи лозинку";"";"Mostra la contrasenya";"显示密码";"";"";"비밀번호 보이기";"أظهر كلمة السر";"";"Parolayı göster";"Visa lösenord";"Показати пароль";"Taispeáin pasfhocal";"Afficher le mot de passe";"";"Pokaż hasło";"Rodyti slaptažodį";"Hiển thị mật khẩu";"Mostra la password"
"showSpaces";"";"Näytä Space-luettelo";"Erakutsi guneen zerrenda";"Prikaži popis prostora";"";"Spaces-lijst tonen";"Показать список пространств";"";"";"";"";"Näita kogukondade loendit";"Bereichsliste anzeigen";"Mostrar lista de espaços";"";"";"Mostrar lista de espazos";"فھرست اسپیس‌ها را نشان دهید";"Zobrazit seznam prostorů";"Tampilkan daftar space";"";"Show spaces list";"";"";"";"";"";"显示空间列表";"";"Tér lista mutatása";"";"";"";"Alanlar listesini göster";"";"Показати список просторів";"";"Afficher la liste des espaces";"";"";"Rodyti erdvių sąrašą";"";""
"signInWithPassword";"";"Kirjaudu sisään salasanalla";"Hasi saioa pasahitzarekin";"Prijavi se s lozinkom";"";"";"";"";"Conectați-vă cu parolă";"";"";"Logi sisse salasõnaga";"";"";"";"";"Accede con contrasinal";"ورود با رمزعبور";"";"Masuk dengan kata sandi";"";"Sign in with password";"";"";"";"";"";"";"";"";"";"سجل الدخول بكلمة السر";"";"Parola ile oturum aç";"";"Увійти за допомогою пароля";"";"";"";"";"";"";""
"signUp";"";"Rekisteröidy";"";"Prijavi se";"";"Registreren";"Зарегистрироваться";"Registrarse";"Înregistrați-vă";"";"";"Liitu";"Registrieren";"Registrar";"";"Registrer deg";"Rexistro";"درخواست عضویت";"Přihlásit se";"Daftar";"";"Sign up";"";"サインアップ";"Регистрација";"";"Registre";"注册";"Zaregistrovať sa";"Feliratkozás";"가입";"سجّل";"";"Hesap oluştur";"Registrera";"Зареєструватися";"Cláraigh Cuntas";"S'inscrire";"";"Zarejesturuj się";"Registruotis";"";"Iscriviti"
"singlesignon";"";"Kertakirjautuminen";"Single Sign on";"Jednokratna prijava";"";"Eenmalig Inloggen";"Единая точка входа";"Inicio de sesión único";"Autentificare unică";"";"";"Ühekordne sisselogimine";"Einmalige Anmeldung";"Identidade Única";"";"";"Conexión Unificada SSO";"شناسایی یگانه(Single Sign on)";"Jedinečné přihlášení";"Login Masuk Tunggal";"";"Single Sign on";"";"シングルサインオン";"Јединствена пријава";"";"Autenticació única";"单点登录";"";"";"단일 계정 로그인(SSO)";"ولوج فريد";"";"Tek oturum açma";"Single Sign On";"Єдиний вхід";"Sínigh Aonair ar";"Authentification unique";"";"Pojedyncze logowanie";"Vienkartinis prisijungimas";"";"Accesso singolo"
"skip";"";"Ohita";"";"Preskoči";"";"Overslaan";"Пропустить";"Omitir";"Săriți peste";"";"";"Jäta vahele";"Überspringe";"Pular";"";"Hopp over";"Saltar";"رد شدن";"Přeskočit";"Lewat";"";"Skip";"";"スキップ";"Прескочи";"";"Omet";"跳过";"Preskočiť";"Kihagyás";"스킵";"تخط";"";"Atla";"Hoppa över";"Пропустити";"Léim";"Ignorer";"";"Pomiń";"Praleisti";"";"Ignora"
"sorryThatsNotPossible";"";"Anteeksi... se ei ole mahdollista";"Barka… hori ez da posible";"Žao nam je … to nije moguće";"";"Sorry, dat is niet mogelijk";"Извините... это невозможно";"";"Scuze... acest nu este posibil";"";"";"Vabandust... see ei ole võimalik";"Sorry ... das ist nicht möglich";"";"";"";"Lamentámolo... iso non é posible";"متاسفم... این امکان‌پذیر نیست";"";"Maaf... itu tidak mungkin";"";"Sorry... that is not possible";"";"申し訳ありません...それは不可能です";"";"";"";"非常抱歉……这是做不到的";"";"";"";"معذرة... هذا غير ممكن";"";"Üzgünüm... bu mümkün değil";"Det där är inte möjligt";"Вибачте... це неможливо";"";"Désolé, ce n'est pas possible";"";"Przepraszamy... to nie jest możliwe";"";"";""
"soundVibrationLedColor";"";"Ääni, värinä, LEDin väri";"Soinua, dardara, LED kolorea";"Zvuk, vibracija LED-boja";"";"Geluid, vibratie LED-kleur";"Звук, вибрация, цвет светодиода";"Sonido, vibración LED de color";"";"";"";"Heli, värin, LED-värvid";"Ton, Vibration, LED-Farbe";"Som, vibração e cor LED";"";"Lyd, LED-farge for vibrasjon";"Son, vibración, cor LED";"";"Zvuk, vibrace LED barvy";"Suara, getaran warna LED";"";"Sound, vibration LED-color";"";"音、振動、カラーLED";"Звук, вибрација и ЛЕД боје";"";"So, vibració i color de LED";"声音、振动和 LED 颜色";"";"";"소리, 진동 LED-색";"الصوت والاهتزاز ولون ضوء الإشعار";"";"Ses, titreşim, LED rengi";"Ljud, vibrations-LED-färg";"Звук, вібрація, колір світлодіода";"Fuaim, tonnchrith LED-dath";"Son, vibration, couleur diode";"";"Dźwięk, wibracje i kolor LED";"Garsas, vibracijos LED spalvos";"";"Suono, vibrazione, colore diodo"
"sourceCode";"";"Lähdekoodi";"";"Izvorni kȏd";"";"Broncode";"Исходный код";"Código fuente";"Codul surs";"";"";"Lähtekood";"Quellcode";"Código fonte";"";"Kildekode";"Código fonte";"کد منبع";"Zdrojové kódy";"Sumber kode";"";"Source code";"";"ソースコード";"Изворни код";"";"Codi font";"源代码";"Zdrojový kód";"Forráskód";"소스 코드";"الشفرة المصدرية";"";"Kaynak kodları";"Källkod";"Джерельний код";"Cód foinseach";"Code source";"";"Kod żródłowy";"Programinis kodas";"";"Codice sorgente"
"spaceIsPublic";"";"Avaruus on julkinen";"Gunea publikoa da";"Prostor je javan";"";"Space is openbaar";"Публичное пространство";"El espacio es público";"Spațiul este public";"";"";"Kogukond on avalik";"Space ist öffentlich";"Espaço é público";"";"";"O Espazo é público";"فضا عمومی است";"Prostor je veřejný";"Space publik";"";"Space is public";"";"スペースは公開されています";"";"";"L’espai és públic";"空间是公开的";"";"";"스페이스가 공개됨";"الفضاء عمومي";"";"Alan herkese açık";"Utrymme är publikt";"Простір загальнодоступний";"Tá an spás poiblí";"L'espace est public";"";"Ustaw jako publiczną";"Erdvė yra vieša";"";""
"spaceName";"";"Avaruuden nimi";"Gunearen izena";"Ime prostora";"";"Spacenaam";"Название пространства";"Nombre del espacio";"Numele spațiului";"";"";"Kogukonna nimi";"Space-Name";"Nome do espaço";"";"";"Nome do Espazo";"نام فضا";"Název prostoru";"Nama space";"";"Space name";"";"スペース名";"";"";"Nom de l’espai";"空间名称";"";"";"스페이스 이름";"اسم الفضاء";"";"Alan adı";"Utrymmes namn";"Назва простору";"Ainm an spáis";"Nom de l'espace";"";"Nazwa przestrzeni";"Erdvės pavadinimas";"";""
"start";"";"Aloita";"Hasi";"Početak";"";"Start";"Начать";"Iniciar";"Începeți";"";"";"Alusta";"Start";"Começar";"";"";"Comezar";"شروع";"Start";"Mulai";"";"Start";"";"開始";"";"";"";"开始";"";"";"시작";"إبدأ";"";"Başla";"Starta";"Почати";"";"Commencer";"";"Start";"Pradžia";"";""
"startFirstChat";"";"Aloita ensimmäinen keskustelusi";"Hasi zure lehen txata";"Započni svoj prvi razgovor";"";"Begin je eerste chat";"Начните Ваш первый чат";"";"Începeți primul chatul vostru";"";"";"Alusta oma esimest vestlust";"Starte deinen ersten Chat";"";"";"";"Abre a túa primeira conversa";"اولین گپ خود را شروع کنید";"";"Mulai obrolan pertamamu";"";"Start your first chat";"";"最初のチャットを開始する";"";"";"";"发起你的第一个聊天";"";"";"";"ابدأ محادثتك الأولى";"";"İlk sohbetinizi başlatın";"Starta din första chatt";"Розпочніть свою першу бесіду";"";"Commencez votre première discussion";"";"Rozpocznij swój pierwszy czat";"";"";""
